id,review,rating,sentiment,word_count_raw
24525,"Overall, this is a good course. It provides many handy tools, frameworks, techniques for data-driven decision making process. It does improve my decision making skill. However, the course is quite short and doesn't have much in-depth content.",3,Neutral,37
93457,"The jump from the lecture material to the assignments was way too much. In order to complete the assignments, one needs to spend lots of time learning things not covered in the course.",1,Negative,33
17947,Great way to build up knowledge & experience ....A challenge considering the actual time needed for the Capstone project... but worth every single effort.,5,Positive,24
18705,"The big assignment at the end contains instructions that are outdated and incomplete. Given the length of the course, it feels like you already need to know the material before even taking it.",1,Negative,33
17404,"Excellent opportunity to understand Data Visualization. I loved the home work given in the course, very unique and creative. Lot's of scope to cultivate an idea.",5,Positive,26
52052,Excelent but haven´t this material in english,3,Neutral,7
50902,"This is a very old fashion way of looking at development and developers. Where developers are considered resources and minions that need to follow orders. Modern development techniques value developers and allow them to be much more active players. Product Manager is not a MANAGER but a facilitator. This course describes the view that developers are loose canons that need to be managed and that upfront planning and estimation are the right path. I do not agree at all with this view.Should you happen to agree with this view, the Course is well explained and presented well.",1,Negative,97
62207,"I enjoyed the whole experience throughout the course. I would recommend anyone interested in this career line to sign up for the course, very easy to follow, gives great exposure and information for learners.",5,Positive,34
95461,"I have two general comments:The first comment is . . . there was too wide a gap between the lecture content and the assignments. The second comment I have is . . . I spent too much time trying to figure out what the autograder wanted and not enough time learning Data Science with Python. I can only imagine the work that it takes to develop and launch a course like this. In all, I'm very excited to be part of this program. My comments are critical but hopefully helpful and all your work is appreciated.",3,Neutral,96
102033,the professor was a little bit dry and repetitive but otherwise the content was interesting!,3,Neutral,15
70533,"Great Course! Challenging, but the instructors help you to do it!",5,Positive,11
76761,"I struggled with some of the instruction as I couldn't get the exercises/quizes to work right; even with multiple views of the videos, posting questions, etc.",3,Neutral,26
22240,This required nearly no effort and is probably of little value in the real world.,1,Negative,15
82906,"A lot of formulas and theory which if attempted by the casual investor would quickly overwhelm him and reduce him to a babbling idiot with no investments.One useful tip: Use a 20% drop in ""Consumer Confidence"" to warn you of an impending recession and sell everything; back into equity when the Consumer Confidence level gets back to its trigger point.",2,Negative,60
105392,Its a wonderful course and shows the dynamics of war,5,Positive,10
61723,"It's a little annoying, because the videos are the same all the time... but the professor is very good, he knows so much about filosofy!",3,Neutral,25
86530,This course is superb.,5,Positive,4
33557,Could have been more useful,2,Negative,5
98710,"Lectures themselves were OK, but presentation needs work. Intro session was very repetitive. Lot of jargon introduced without explanation. Pop-ups w text showed up but disappeared before I was able to finish reading them. Best part of course was actually the text notes at the beginning of each sesssion. A minor nitpick: course description suggests that there are 3 instructors presenting, but I only saw one.",3,Neutral,66
67715,This course is incrible. I had an overview on the subject and I can now better understand and decide which parts of topic interest me. Thank you!,5,Positive,27
67011,"it's a basic course very focused on the mainstream music industry, it is very concise and worth reviewing, unfortunately you can not get feedback from the exams if you don't pay.",3,Neutral,31
75155,"Professor Severance did an excellent job at explaining and demonstrating the concepts in this course which made it easier for me to grasp the subject. This course was challenging, but rewarding as I successfully completed each quiz and assignment.",5,Positive,39
105887,It is wonderful course. Whey the Columbia University offer a certificate it will be a Five star course.,4,Positive,18
87115,"The course was a bit too shallow for me, the techniques shown are very basic examples of what can be learnt using stock python libraries (json, socket, urllib, ElementTree) or external (BeautifulSoup).I really expected something more, for instance authentication techniques, or methods to parse complex websites, rather or in addition to the basics shown here.",3,Neutral,55
22748,"Good introduction to Finance and Accounting concepts for those with no background in either field, even as students. I liked the valuation module the most!",3,Neutral,25
24954,I really appreciate how much effort the authors have put into the course 'Algorithsms for DNA sequencing'. The clarity of the lectures is absolutely amazing and the assignments are doable. The assignments took me a lot of time because my only programming background is the 'Python for Genomic Data Science' course. Another really positive aspect about this course is that it helped to consolidate the python coding I had learned in the previous course.,5,Positive,74
6308,*No Stars*Another boring animal class that I would not recommend. The teachers do seem nice and well educated however it is still too boring and slow for me.,1,Negative,28
253,Great content but animations are annoying!,3,Neutral,6
1734,"Introductory course, perhaps a little too light on the details.",4,Positive,10
100003,Presenter speaks too slow. Still slower than I would like at 2.0x speed. Not a lot of new information.,2,Negative,19
57046,A fantastic introduction to Machine Learning for novices in AI.,5,Positive,10
18769,"The Probability section could use more practical examples, I found it difficult to follow.",3,Neutral,14
42082,"Extremely badly organized, messy, and technical",1,Negative,6
92138,"Exercises in the course were very poor, simple and did not require coding, just changing one or two lines. But topic was interisting",3,Neutral,23
83056,Extremely helpful course,5,Positive,3
94381,"Feels like everything is solved using a caret package, while the back-end theory is only slightly touched. By using a single line command solver, student may lack the foundation for harder problems in the real world.",3,Neutral,36
17013,nice but doesnt give you much knowledge,3,Neutral,7
79191,"I'm sorry to say this Course is really boring, poor in resources and I'm sorry to say this but it's the worse Coursera Course I've attended .",1,Negative,27
15449,I loved and enjoyed this course it was very helpful and understandingThanks,5,Positive,12
97890,"The course videos are well made and insightful. Except for the very end there are no quizzes and assignments. This misses out what for me is a vital part of the learning experience, regular feedback and reflection.",3,Neutral,37
33917,"Not up to the standard of the previous two courses. The material was already covered in the first course - Fundamentals of Graphic Design - and nothing new was brought to the table. Even the assignments were a re-hash of the ones from the first course. I realize the point of the lack of specific guidance was intended to encourage us to explore the ""making"" of multiple iterations of the images. I just would have liked to have more instruction or examples of the elements of composition hierarchy.",2,Negative,88
10108,First week of 3 min video. Seriously we want to dive into the subject. And the last two weeks should have more content. Felt like much more copy and paste without understanding why you did that. Understand this should be introduction to Big Data... But the price you pay for the introduction is too expensive.,2,Negative,55
29517,Very impressive fundamentals of magnetic components!,5,Positive,6
81236,The Mechanics of Materials course series is a must for any engineer. The material is presented in a logical and straight forward manner with applications to the real world. Dr. Whiteman is truly a a great teaching Professor!,5,Positive,38
52663,"Again, I wish the teachers would explain explicitly what is needed for the programming exercise. I felt abandoned by the faculty when I was trying to work out the programming exercise. There is an assumption that we as students know what the teachers are talking about.",2,Negative,46
103939,"Course was the worst I have taken on Coursera. I wish I could have received a refund. The professors were hard to follow, laughed through mistakes and did not do a good job of walking through the course content. I would not recommend this course to anyone.",1,Negative,47
10410,The way the content is delivered is not interesting. And the lecturer basically is reading from the power point,2,Negative,19
102593,"Smile on the face of professor is missing, otherwise 5 stars.",1,Negative,11
846,It would be extremely useful to me as it is teaching me techniques to write advanced-level essays.,4,Positive,17
11566,"I found it very easy. But if you do not know anything about Autism, I think you might would contribute from it.",1,Negative,22
101766,"It's a very basic introductory course. You can't actually expect much from this anyway. You really need to take the full course to evaluate if this is a great one. I did have learned something new but I'm not yet sure if it's useful or not. Guest speakers invited to this course do share some valuable ideas. For the main instructor, he's speaking really slow which can make you feel bored. However, it's reasonable when there is a big and varied audience on coursera because not everyone can hear a quick speech. I'm going to continue studying the course.",3,Neutral,99
66355,The composition and visual elements part of the course was incredible but the Lightroom part could be improved. Going through every feature in Lightroom is not helpful. It's better to focus on teaching key useful techniques to achieve desired effects,3,Neutral,40
17731,"Ref: ""A Crash Course in Data Science"" the content could be presented in a simpler way. Some of the presentations sounds little vague and conceptual level like an Advanced Math or, Statistics class. I am wondering since this is an Executive program, is there a simpler and easy to grasp way to present the material. The text download files (i.e. txt) document descriptions needs to be more clearer. The Power Point downloads are excellent and are to the point.",2,Negative,79
26880,Very good course! Well structured!,5,Positive,5
57800,"At later stages also , examples should be used for explanation !",3,Neutral,12
103589,Lean too heavily towards theory instead of practice. I do think peer-graded assignments work better than quiz in term of UX lessons...,3,Neutral,22
26389,"Very good course, after I started to take this course I also signed up for the other courses in the specialization and they also turned up to be very good.",5,Positive,30
79062,There's no point in auditing the course since you don't get access to the answers,1,Negative,15
93106,"Good course in general. Gives a introduction to R and its basic function and structures. I recommend this courses to the ones who start using R as an analytical tool and have some basic experience with programming or data analyses. Maybe some improvement would be nice: For example, some of the assignments weren't fully consistent with coursework. However, overall a great introduction to R programming.",4,Positive,65
90640,"good course, but need to pay for tests",3,Neutral,8
103538,"This was an extremely elementary and thus disappointing course. While the importance of ""Usability"" was rightly emphasized, the representation in terms of examples, case studies, etc. was simplistic. I appreciated having my attention drawn to the pitfalls of HCI design and the consequent failure of the corresponding systems. However, the solutions were presented as if: 1.) there are always ""correct"" interface/usability choices; 2.) the ""correct"" choice is all that's needed for the system to be optimally functional; and 3.) there is never a tension between usability and effective functioning of a system (that can't be resolved with correcting the usability).It is irresponsible to suggest, for example, that a user selected memorable password is generally adequately secure without also covering ways that an interface can guide/nudge the user to create a secure password. Wide recognition of the importance of this may be more recent than the studies covered in the course. There is nothing wrong with studying old, seminal research, even in this age of ""Internet time,"" but I wish I wasn't left wondering what, if any, developments had occurred in the decade or so since that research took place.As for tension between usability and security, it absolutely exists. For instance, PGP encryption is a reliable way to secure information, yet making it usable remains a challenge. This is not even mentioned in the entire course. In fact, this course would leave an otherwise uninformed student believing that there are usability solutions waiting to be applied to every cause of info insecurity if the techies would just look. I wish the course had at least acknowledged that there are cases where a slight compromise on usability might be necessary for the sake of appropriate security.Lastly, for those designing an HCI for security, it is important to understand threat models. This concept is also missing from the course.===I reviewed this course (above) immediately after I finished it. I am now in the 3rd week of Software Security, the 2nd course in the Cybersecurity specialization, and am realizing that 2 stars was a generous assessment. Based on the prerequisites of the Software Security course, the Usable Security course, in its current form, is too elementary to be appropriate for people who have the experience/knowledge required for the rest of the courses in this specialization. As I explained above, the course relies heavily on decade-old research but does not cover any developments since. For instance, the usability issues covered in the studies are for ancient versions of browsers with no discussion of how the browsers and our infosec vulnerabilities have changed since those studies were published. Another example is the instructor's eschewing of password managers while many knowledgeable folks in the infosec community today recommend their use. The usability challenges of password managers and a discussion of how they might be mitigated would have been more appropriate.",1,Negative,473
8347,I'm not sure who the target audience is for this course. The level of presentation seems rudimentary to me. I had a hard time sustaining interest in the course and did not finish.,3,Neutral,33
11217,"I am the student of Communication Science in Indonesia. Before join this course, I have studied the introduction of communication science in the 1st semester of my lecture. But I have still no idea what communication is. This course is so helpful for me to learn the basic of communication.",4,Positive,50
11635,"Lots of overlap in the videos, not a lot of information on C++ features, too few hands-on activities with the features taught.",2,Negative,22
91811,A surface level look into creating a SQL database with Python. Skims over topics quickly and does not go into depth on how to write code effectively or build a database from scratch.,3,Neutral,33
101837,"Very basic dive into social, feels like it was structured for an older audience.",3,Neutral,14
8707,"Although very interesting, this course seemed too short for me.Professor Kofman is an expert in the filed, but he mostly reads thewords on the slides and shows little or no passion or interest in sharing hisideas and work whatsoever.",3,Neutral,39
70649,It could provide deeper concepts with more examples.,4,Positive,8
48629,Basic but very informative.,4,Positive,4
71487,"Assignments up until the last one were relatively easy, which is the only criticism I have.",4,Positive,16
21614,"Very nice course, lots of information, well structured. Tries to take you out of the ""common"" and visualize distinct aspects of your photos, new angles, perspectives!",5,Positive,26
92119,"I felt like this course of the specialization wasn't as organized. First of all the object oriented class had no practical assignment, and while others did, they weren't contributing for the learning. I passed all the assignments but don't think I've mastered material here as much as in the previous courses of the specialization.It seems to me that material could be broken up into two courses, and because it's squeezed in one, the instructors have to provide 99% of the assignment and finishing the rest 1% is not helping in learning. Would be much better to be required to do more work in the assignments (possibly step by step and by splitting the course).",3,Neutral,114
4390,This course contains too few solid content.,2,Negative,7
98906,"Pay to submit assignments, GG.All the stars goes to the prof.",2,Negative,11
12419,"some of the stuff was not mentioned properly, like for last quiz how to expoert data from mongodb",3,Neutral,18
4470,In the course info this is described as the first course in the series and that it requires no prior knowledge but the first week quiz contains questions referring to an equation 'discussed in the previous course'.,1,Negative,37
23758,Very easy introduction to nutrition.,5,Positive,5
85344,"The instruction was nicely done. The quizzes were a little much. Designed by GTAs, maybe.",4,Positive,15
84803,"The course is really trivial. Maybe I was expecting so much, but the material is really to simple. Also there are a lot of material which lector things is fun and cool, but it is really anoying. Please, try to focus more on programming instead of being cool and fun. Thanks for understanding.",2,Negative,53
12892,Too little course material; video's too flashy (noisy) and do not discuss enough information,3,Neutral,14
15901,Not a course that helps you solve wicked problems which do not have solutions that will come suddenly one fine day and ones that require more thought effort and brainstorming.,1,Negative,30
22267,Useful as a necessary step towards finishing the specialization only.,1,Negative,10
42185,"One of the main presenters, who led about half of this course, would greatly benefit from an editor to help them organize their ideas. This, and a presentation style that made me feel ""talked down to"", similar to reading a story book to a small child, made comprehension of ideas frustratingly difficult. The content they were responsible for covering was why I signed up for a paid multi-course specialization. Though I learned lots of other things I'll no doubt find helpful, I did not walk away with the information I need the most. The other presenters were great, as usual, and presented their topics in a clear, concise manner.",2,Negative,109
77719,it's too long sentence to verification and we need to write it again,4,Positive,13
104696,Start is a great program with lots of resources,5,Positive,9
43414,That's great! This course is very interesting and helpful. There are many techniques to help you learn more effectively.,5,Positive,19
29276,Not learning much and constantly being bombarded with sales tactics. Not impressed.,1,Negative,12
59214,This is an amazing course! Very well structured and clearly explained with a lot of concrete examples.I really enjoyed and learned a lot!,5,Positive,23
2727,Very Good Course.,5,Positive,3
24917,Nothing good in this course,1,Negative,5
14724,I was hoping to learn more stuff I didn't already know. This class is more of just a vague overview of the other courses. Can be completed in 1 week.,3,Neutral,30
68883,Very comprehensive and hands-on course for machine learning,5,Positive,8
12416,"Programming instructions were not clear, and the version of Python that was installed on my machine did not support the Jupy",3,Neutral,21
11626,"This is a good course, but be sure you have a foundational level of understanding of Macroeconomics before starting - it doesn't provide a lot of background before diving into more advanced topics.",3,Neutral,33
5689,"Course work was entirely optional and only started at the end of week 2. The required level of involvement was too low to be helpful. I don't learn well just watching lectures - I can get that much from YouTube!!! However, I expect a bit more when paying $500 for a specialisation.The first module in the series was too basic but at least there was a lot of coding involved. This (second) module didn't even have that.",1,Negative,77
76591,"Very very basic intro course... Great for students new to programming without a C, C++ background",4,Positive,16
96466,"I concur with others of a similar opinion on this course:Assignment instructions/criteria differ from the grading rubric criteria. Assignments mostly copy and paste. Referring people to the Bootstrap docs as reference defeats the purpose of an instructor. Many of the assignments required you to do things against best practices, like inserting inline styles to make your element look like the instructor's screenshot of his page.The last week's content seemed to be a slapdash mix of bits and pieces, and trying to inform people about Node modules via solving a quadratic equation seemed really strange. How about an example from the real world, like even an e-commerce application? (In the comments on this, the instructor said there wasn't time in this course to explain Node modules, but that he provided a ""clearer"" example in the Node.js course. Hunh? Why wouldn't you do a simpler example in the drive-by assignment?)Instructor consistently mispronounced words that are CENTRAL to the field, which just seemed weird and made me question his credibility. This might sound petty, but kuh-rooze-zel for the word Carousel? It would be like a fashion designer mis pronouncing tulle as tull-ee or bias as bye-ez.Just not impressed. I am glad my employer paid the tuition and not me. The only positive was it enforced a schedule and structure for me to try my hand at Bootstrap. I had already worked with Foundation.",2,Negative,230
61552,"This course is a total disappointment in comparison with all the other courses from this specialization.The quality of the course is very poor:- reading links are outdated and not available;- assignments are superficial;- tests consist of questions which do not make you think but make you memorize unnecessary numbers;- lectures are presented poorly. They are read from the screen and you feel that attitude. Very often they include videos from reading.The course feels like an outdated or a class for mentally defective: read about it, then we'll repeat the same in the lectures, then you'll pass the test with the same kind of questions, then we'll ask you to make an assignment, answering the question that has already been discussed three times once again. Do not bother to think, just repeat, because that's what necessary.I struggled to finish this course only because of the whole specialization and a great job which has been done by all the other professors.",1,Negative,159
53982,Very informative and engaging!,5,Positive,4
31142,Short course.Please add more content to it.,3,Neutral,7
6254,"I missed information about behaviour in wild and domestic animals and also, some of the papers that you recomend are not for free, so some of us can't acces to that information.",3,Neutral,32
37039,"The course is really good ! and the assignments are the best thing here , I felt that really I applied all what I have learned and more !",5,Positive,29
51787,Patronising and very poor in content.,1,Negative,6
69735,"This is a very good course to learn some basic expressions and, most of all, get a good first grasp of Chinese pronunciation. However I found the course structure quite repetitive over the seven weeks: Every other module is structured in the same way: ""Which fruit do you like? Apple, banana, orange..."", then the week after it's ""Which sport do you like? Basketball, cycling, running"". For a seven-week course this was not challenging enough. But it's a good start.",3,Neutral,79
53397,Very interesting and easy to understand.,5,Positive,6
39208,"Materials and topics were good, but the course lacks in two things. They stress more on math and theory. I would suggest additional videos explaining the implementation in matlab would be helpful and would throw more insight to the maths. Second there is no programming assignments, so its a little easy kind of. If the instructor or the TA would help out in giving the assignments and implementation in matlab, then it will be one of the ever-lasting courses",2,Negative,79
106216,This was the worst course I have taken with ASU on Coursera. Feedback was minimal and the system had many technical issues. Videos didn't start properly and there was no help or feedback from the instructors or the peers. I have wasted a lot of time resubmitting my assignments due to technical issues. Waste of my time.,1,Negative,57
1657,"Quizzes don't match what's been taught in the video lectures. Very poorly-designed questions, where there is more than one correct answer.",1,Negative,21
96199,"Pretty decent breakdown of Bootstrap, but execution can be poor with the assignments. For example, one of the end-chapter assignments is missing complete instructions, and enough digging in the forums refers to, ""a screenshot of the complete instructions"". Rather unacceptable for a peer-reviewed course, okay for a free, self-auditing run.",3,Neutral,50
24396,Its an amazing course.,5,Positive,4
48523,"Very nice! I really learned a lot from it ,it's very interesting!",5,Positive,12
17788,"I wanted to like this course but It felt entirely too academic in terms of both the subject matter and the way the specifics of ""data science"" are presented. The course content reminded me of my time a few years ago when I was enrolled in a Ph.D. program at a major Tier 1 research university. The professors were great, but the content was esoteric and incredibly focused on research based ""data science"" and less on business analytics or more practical applications of data science for the working professional. I felt myself re-watching the videos to try and understand the content because there were many instances where the professors' spoke about some fundamental aspect of data science but failed to provide some real world context. I liked the course but I would not recommend it as a crash course for the working professional, more like a crash course for someone who already has a degree in statistics/math/engineering who is looking to further their studies in an academic setting where research is the main goal.",3,Neutral,174
2914,"Horrible, endless rambling, no solutions to the quiz questions (unlike cal 1 course). sucks all the fun out of math, avoid this course, find an alternative where you can learn more with less time spent watching him write out 20 numbers.",1,Negative,41
41291,"the content is too rich, and the explanation is too little. The no-feedback exam is misleading, difficult to pass. The course staff is not that helpful.",1,Negative,26
55438,This course gives very good fundamentals of machine learning,5,Positive,9
96867,"Excellent course, especially if you're involved in mutiple projects at once. It helps you distill the reasons why you would run a startup or get involved in one. You learn to see through the details of the day and look at fundamental principles of many startup projects.",5,Positive,47
57394,"I took this course a few years ago and re-taking it again to refresh the my memeory. It still remains the best course on ML here on Coursera. Even though it's quite basic, Andrew Ng gives insightful and very practical course on ML. Thank you, Andrew !",5,Positive,47
89669,"To me, Seeing through Photographs is a travel through time which let you to see how photography changed and improved to become what it is today: not only a science resource, or a way to save historical data but also it's a expressive way to comunicate a point of view. I recomend it to those who are starting to study photography or for once that loves art.",4,Positive,67
7200,"This course offers very useful high level overview of concepts and ideas which make you feel confident in the long run. However, the course is extremely basic and does not go deep beyond the high level concepts. The hands on exercises are boring and do not engage students. The course needs to be improved to make it more useful for students. This course is not very worthy of the money.",3,Neutral,70
102895,"$450 for this course and they can't even bother to make sure that the quizzes are scored correctly? Two weeks back to back and one question each week has been counted wrong when answered correctly. That, paired with the fact that your only method to have an assignment graded is via peer review means that I'll be suggesting peers save their money on this course. It's entirely possible that you could be stranded with no one to grade your work - Coursera's suggestion if this should occur is that you should beg on the forums - or transfer your work to a later session of the same course. Good content, awful policies intended to allow the platform to be hands-off for Coursera - that's unacceptable at this price.",1,Negative,128
50806,"This course was great, I learned about the SPM I wait take de next courses",5,Positive,15
10587,"the best explanation so far , thank you !!",5,Positive,9
28693,"The class was absolutely Wonderful, however I don't have the time to go at a student's pace (work , hom, life in general). I was trying to go back and finish week 6 video #4 but was unable to open the course! I want to llearn I wasn't aware there was a time limit to learn happiness. :(",3,Neutral,58
36957,It is very old technique of teaching,1,Negative,7
919,"Thank you very much for this beautiful course. So many concepts, clearly explained and with great passion. Best wishes from Montevideo, Uruguay.",5,Positive,22
16596,"This course provided some god information on version control and file naming conventions, but a lot of the lessons just refer to the DDI protocol.",3,Neutral,25
38677,"Now that I have completed the course I'd like to give some feedback on how I think it was.1. Quizzes are horrible. The fact we get no feedback on incorrect answers is not very helpful. There are only 3 quizzes where I missed just one question but no matter what, I can't get them correct. It would be helpful if there was some explanation why an answer your selected was wrong, a hint or something. Also while some of the quiz answers are obvious from watching the lessons, some are totally not and if someone doesn't have ANY programming experience I think they would find some questions almost impossible to answer. I have a programming background and out of all the quizzes I just missed 1 question on 3 of them, but I've been trying to answer them again, and again, and again and I just can't get them right. If there was feedback after taking a quiz I'm sure it would of helped. For those 3 quizzes, I took them so many times all the other answers are memorized and I just keep trying to get that one right. It's not helpful and then it turns into a ""just keep selecting different things until it's right"" thing instead of understanding it.2. The course says it's for beginners to programming but I beg to differ. I think the way the material is presented and how the assignments are laid out I do not think someone(or not many people) would have gotten through that Week two ascii assignment. I thought they assignments in some cases were harder than the lessons. Maybe it's because they way they were explained in the lessons which brings me to #33. I do not think the instructors use the best/most clear examples to present the material to students. There are many easier examples to teach about looping than showing an Ascii art example. Because not only does the student have to grasp the concept of loops, then also have to think about ascii print logic. I think to someone with no experience would get pretty lost pretty quickly in this course. Some of the things explained in the lessons I would actually look up other videos of other people explaining it to get a clearer picture.4. Some material is not consistent. Like in some assignments the text is wrong, for the Account code example, you never really mention the mOut or the interface the class uses which are in the example files and what to do with them when you write the other constructors (The course goes over this later when talking about the constructors and calling a constructor from another constructor but not that early on when you're working with the Account example files5. It seems this course really isn't fully developed yet and is still going through it's growing painsOverall, I would say there are many other courses that are far better at teaching the basics of Java. For me, since I do have some Java experience and a programming background it wasn't too bad, But I'm thinking of the guy who has never touched a line of code before. I just don't think the course does a good enough job at explaining things to someone like that.I really hope the next courses in the specialization are better organized than this because starting with the next course because the next ones are more important to me than this course was only because of my prior background",3,Neutral,582
78909,"Lecture videos were fantastic! Instructor was amazing. I have a big problem with the final project in Week 5. The entire courses was focused on statistics, yet the final project was focused on R. I wish I had prior R knowledge before starting this course, yet on the front page it says it's a beginner specialization. I would recommend learning R and ggplot before this course. It will make the course a lot less frustrating!",2,Negative,75
5524,"A bit boring, but still informative.",3,Neutral,6
10250,I find the course a very good summary of brand management with focusing on important concepts and definitions.I would like if the professor elaborates more on the Lemonade business example. That would give me a better understanding of how to apply in practice the brand and product management concepts discovered throughout the course.,4,Positive,53
19635,"It was the worse experience I have so far on Coursera Platform; the course itself was sloppy and with nearly zero content. The instructors spent too much time telling you what you will learn and talking too slowly as if wanting to fill in the gaps than actually having some worthy material prepared for all the ""pupils"" out there, who gave their time, effort, and commitment. Pity really.",1,Negative,68
12803,Only fit for absolute morons and perfect ignorants. No content value whatsoever. I don't understand why Coursera allowed this one to happen to be on the Coursera website.,1,Negative,28
18450,"Material is relevant. Most of the assignments require student guesswork, writing functions not covered in the lecture.",3,Neutral,17
8087,"I think this course should be required for anyone who wants a healthy family. The instructor is amazing, not only is she charismatic, but very knowledgeable and caring. The information in the course is presented in away that is easy to comprehend and apply in life. There's not much more I can say besides - I'm happy I took this course, I'm happy it's been offered to me and my family is a happier family with this information I've learned",5,Positive,80
8779,the instructor keeps repeating the same information throughout all the lectures. It is not as impactful as I thought it would be. The last straw was her saying that-that was an article.,1,Negative,32
6523,"The course is supposed to be very informative. It is in fact. But after I spend hours raising my intellectual level trying to understand what they're talking about, I still have no idea what is the purpose of the meditation.Or rather I have it, but from another source, from a person who's been practicing it for 20 years. In 10 minutes I was given a crystal clear and logical answer on what is was all about. Unfortunately this course doesn't give this answer. It will rather improve your skill of understanding highly intellectual texts and will show you some interesting stuff about the brain.",3,Neutral,104
93604,"Completely lost. This is not meant for rank beginners. Data Camp's free R course has been much more helpful for me than this. It doesn't have the same level of detail as this, but at least I'm not watching an instructor gloss over concepts or ideas that are completely foreign to me as someone completely new to programming.",1,Negative,58
18490,The instructors overly explain simple concepts and talk about programming inbetween makes the course confusing then you get lost and quiz you on stuff that was not properly explaiuned,1,Negative,29
68309,"Good course! The only major drawback is the requirement of Graphlab, which doesnt allow the student to fully understand the applications using real world software. Just recently, Dato (the company that owns graphlab) was purchased by Apple, and you can no longer buy a commercial licence to the software. Despite this, users cannot use Graphlab for commercial purposes, therefore rendering the software completely impractical for professionals. The specialization is designed to help you get a job (see capstone) yet the software currently in place is limiting.",2,Negative,86
52389,"Much better than the first course on the specialization. More structured, easier to follow. The final assignment was challenging but not out of reach.",3,Neutral,24
9907,Explanation of concept was poor,2,Negative,5
9123,This one got away from me. I think I need Calculus for Dummys!,3,Neutral,13
62016,Great 2 part course.I highly recommend it if you're wanting to gain some more knowledge on what major events took place over the last 250 years or so.,5,Positive,28
95811,"I'm new to Business Strategy, with previous background in Engineering. The course seriously lacks notes and proper definitions of the concepts. You will have to do your own research to understand the definitions. Also, you are expected to review 3 other projects. When you are a student yourself, how can you be expected to fairly grade your peers? I'm really not sure how useful this is going to be towards actually using it. I mean, will an employer find this useful? I don't know.",3,Neutral,84
62653,was a great course .. thanks,5,Positive,6
17308,"The grader is horrible leaving you with such brief error messages. You never know what is wrong with your code. The forum is not as useful as I expected nor as it is in other Coursera courses. You know, few classmates. The videos provide you with tons of information, but not much of them are well-organized. I often felt tired and confused since these long videos seldom got to the point.",2,Negative,71
64356,"The course content seemed to be rushed out, as a result, the quality is not as good as the first two.",3,Neutral,21
96933,"Five stars for the excellent teachers and content, but the course is not made for Coursera: very long videos, slides full of words, many references to the group work for the course at JHU, tiny quizzes and just two practical assignments. The format and the examinations can be definitely improved.",3,Neutral,50
4744,The material could be exciting but the presentation is dull. The pass mark on the quizzes is around 80%. As these courses are supposed to be for interest why do you need 80% to pass?,2,Negative,35
24933,No use at all,1,Negative,4
21274,The final project did not require use of the material in the course beyond the first week and a half. I did not take any quizzes or otherwise have my knowledge tested on the material in the second half of the course.,2,Negative,42
56104,This course is quite good for basic introduction to Machine Learning Field. It is not for advanced learning but it is sure to get you started in a rocking way!,5,Positive,30
41455,"Couldn't fiish the course. Not hard, but exhausting and not interesting.",2,Negative,11
2212,too many issues with the DB's that needed to be accessed to complete the exams.,3,Neutral,15
99225,"This is a nice effort, and it obvious how hard everyone has worked. There are too many presumptions presented as 'facts', though, and too much certainty about research issues that lots of debate is still going around. So, good work, but unless the course is supposed to attract only ignorants and people that haven't been in contact with 'science', some of the instructors act a bit 'I know it all' and that is how it is, although no-one does yet. Sorry to discover this spirit in here.",1,Negative,87
1170,Absolutely superb course by lecturer who knows the material inside out.,5,Positive,11
63339,Not really good translation in the subtitles,2,Negative,7
64798,"Too much math! This course was not at all what I was expecting it to be... which could be both good and bad, depending on your own perspective. It concentrates heavily on the logistical side of negotiations via mathematical analysis to figure out ""what's at stake"" in a negotiation (i.e. ""the pie"") and less so on learning actual negotiation techniques. I got halfway through the first week before deciding to un-enroll. That said, Professor Nalebuff has a very engaging teaching style and presents each lecture in a dynamic fashion via animation. If you are a math whiz who excels in algebra and can do complex mathematical equations quickly on the fly, then this course will definitely benefit you. If you are like me, however, and looking for a course that will focus more on artistry and practical real-world application, then this course is not for you.",2,Negative,146
11537,Lots of theoretical information but very little practical information about what to do with people with Autism Spectrum Disorder,2,Negative,19
29649,this course helps a lot in developing essay ability especially to those who didn't get chance in school days.,5,Positive,19
89694,"Vastly concerned with the esoteric minutia, ideas, and meanings assigned by others regarding photographs which most often aren't even closely aligned with the original artist's intentions.A brief few mentions of how photography has changed over time with advances in technology and development of new techniques was mildly interesting, otherwise this course was predominantly meaningless. This course will most likely be of no benefit to people not viewing or creating fine art photography.",2,Negative,72
89428,"very good course, but I never recieved the feedback I needed on the forum",3,Neutral,14
103029,Excellent class! Thank you for making SEO-learning experience simple and effective!,5,Positive,11
16798,Excellent materials and professors!!!,5,Positive,4
92810,Must have course on R programming for beginners. Quiz and assignments were engaging as well as challenging.,5,Positive,17
7221,"The content of the course is very good, but the definitions and explanations are not straight forward.",3,Neutral,17
77979,"Great intro to Python! As someone with some prior programming experience, it was pretty basic, but I still really appreciate having an accessible course for learning Python.",5,Positive,27
