order_id,assignment_id,user_id,problem_id,skill_id,skill_name,correct,attempt_count,hint_count,hint_total,ms_first_response,overlap_time
23154487,265452,79482,53790,280.0,Addition and Subtraction Fractions,1,1,0,3,5805,5805
23154494,265452,79482,58805,280.0,Addition and Subtraction Fractions,1,1,0,3,42330,42330
23154501,265452,79482,58806,280.0,Addition and Subtraction Fractions,1,1,0,3,12825,12825
23154509,265452,79482,58804,280.0,Addition and Subtraction Fractions,1,1,0,3,26676,26676
23154517,265452,79482,58817,280.0,Addition and Subtraction Fractions,1,1,0,3,10094,10094
21482821,263258,79490,50996,310.0,Order of Operations All,0,6,3,4,55770,223657
21484595,263258,79490,51011,310.0,Order of Operations All,0,2,0,4,137646,431570
21484977,263258,79490,50995,310.0,Order of Operations All,0,2,0,4,122523,160759
21485078,263258,79490,51009,310.0,Order of Operations All,1,1,0,4,47886,47886
21485118,263258,79490,51007,310.0,Order of Operations All,0,7,4,4,82680,312374
21629655,263258,79490,51005,310.0,Order of Operations All,0,4,1,4,328404,563075
21629745,263258,79490,50992,310.0,Order of Operations All,1,1,0,4,148158,148158
21629792,263258,79490,50997,310.0,Order of Operations All,1,1,0,4,74233,74233
21629811,263258,79490,50993,310.0,Order of Operations All,1,1,0,4,58666,58666
21970695,263490,79490,85734,49.0,Ordering Positive Decimals,1,1,0,4,25693,25693
22413004,264291,79490,65757,50.0,Ordering Fractions,1,1,0,0,19766,19766
22413013,264291,79490,65801,50.0,Ordering Fractions,1,1,0,0,41099,41099
22413023,264291,79490,66282,50.0,Ordering Fractions,1,1,0,5,36778,36778
22413034,264291,79490,65733,50.0,Ordering Fractions,1,1,0,0,14909,14909
22413043,264291,79490,66221,50.0,Ordering Fractions,1,1,0,4,11456,11456
22413064,264292,79490,86052,47.0,Conversion of Fraction Decimals Percents,0,2,0,3,46039,57068
22413142,264292,79490,86068,47.0,Conversion of Fraction Decimals Percents,1,1,0,3,31552,31552
22413174,264292,79490,86079,47.0,Conversion of Fraction Decimals Percents,1,1,0,3,22863,22863
22413195,264292,79490,85940,47.0,Conversion of Fraction Decimals Percents,0,3,0,3,48400,88851
22413244,264292,79490,86063,47.0,Conversion of Fraction Decimals Percents,1,1,0,3,38401,38401
22413276,264292,79490,86076,47.0,Conversion of Fraction Decimals Percents,1,1,0,3,33065,33065
22413292,264292,79490,85943,47.0,Conversion of Fraction Decimals Percents,1,1,0,3,26077,26077
22413315,264292,79490,85904,47.0,Conversion of Fraction Decimals Percents,1,1,0,3,18230,18230
22413333,264292,79490,86069,47.0,Conversion of Fraction Decimals Percents,1,1,0,3,68993,68993
22419112,264293,79490,86219,65.0,Least Common Multiple,0,2,0,4,96611,101229
22419121,264293,79490,86227,65.0,Least Common Multiple,1,1,0,4,75609,75609
22419130,264293,79490,86215,65.0,Least Common Multiple,0,4,2,4,48057,319965
22419162,264293,79490,86229,65.0,Least Common Multiple,0,3,0,4,24267,102969
22419171,264293,79490,86191,65.0,Least Common Multiple,1,1,0,4,14735,14735
22419198,264293,79490,86214,65.0,Least Common Multiple,0,5,2,4,14517,109022
22419221,264293,79490,86208,65.0,Least Common Multiple,0,38,4,4,81057,239205
22419314,264293,79490,86202,65.0,Least Common Multiple,0,2,0,4,16889,20228
22419322,264293,79490,86234,65.0,Least Common Multiple,0,2,0,4,3893,7641
22419331,264293,79490,86223,65.0,Least Common Multiple,1,1,0,4,4891,4891
22419338,264293,79490,86225,65.0,Least Common Multiple,1,1,0,4,7622,7622
22419345,264293,79490,86226,65.0,Least Common Multiple,1,1,0,4,6748,6748
22419351,264293,79490,86205,65.0,Least Common Multiple,1,1,0,4,4284,4284
22419358,264293,79490,86233,65.0,Least Common Multiple,1,1,0,4,3471,3471
22419376,264294,79490,62544,49.0,Ordering Positive Decimals,0,1,0,0,65910,66004
22419376,264294,79490,62544,50.0,Ordering Fractions,0,1,0,0,65910,66004
22419424,264294,79490,66151,49.0,Ordering Positive Decimals,1,1,0,0,99085,99085
22419424,264294,79490,66151,50.0,Ordering Fractions,1,1,0,0,99085,99085
22419435,264294,79490,66085,49.0,Ordering Positive Decimals,1,1,0,0,33643,33643
22419435,264294,79490,66085,50.0,Ordering Fractions,1,1,0,0,33643,33643
22419447,264294,79490,65347,49.0,Ordering Positive Decimals,1,1,0,0,21989,21989
22419447,264294,79490,65347,50.0,Ordering Fractions,1,1,0,0,21989,21989
22419454,264294,79490,66031,49.0,Ordering Positive Decimals,1,1,0,0,8089,8089
22419454,264294,79490,66031,50.0,Ordering Fractions,1,1,0,0,8089,8089
22419462,264294,79490,62562,49.0,Ordering Positive Decimals,1,1,0,0,19103,19103
22419462,264294,79490,62562,50.0,Ordering Fractions,1,1,0,0,19103,19103
22419482,264295,79490,85865,47.0,Conversion of Fraction Decimals Percents,1,1,0,3,17799,17799
22419489,264295,79490,85875,47.0,Conversion of Fraction Decimals Percents,1,1,0,3,9602,9602
22419496,264295,79490,85854,47.0,Conversion of Fraction Decimals Percents,1,1,0,3,37261,37261
22419503,264295,79490,85862,47.0,Conversion of Fraction Decimals Percents,1,1,0,3,9088,9088
22419509,264295,79490,85843,47.0,Conversion of Fraction Decimals Percents,1,1,0,3,4315,4315
22715471,264585,79490,86557,280.0,Addition and Subtraction Fractions,0,4,4,4,83672,198378
22715865,264585,79490,86313,280.0,Addition and Subtraction Fractions,1,1,0,4,58945,58945
22715988,264585,79490,86552,280.0,Addition and Subtraction Fractions,0,2,0,4,435639,444032
22717007,264585,79490,86554,280.0,Addition and Subtraction Fractions,0,3,4,4,119664,163734
22717410,264585,79490,86547,280.0,Addition and Subtraction Fractions,1,1,0,4,151726,151726
22718242,264586,79490,87034,61.0,Division Fractions,1,1,0,5,19890,19890
22718291,264586,79490,87117,61.0,Division Fractions,0,2,0,4,65140,96558
22718472,264586,79490,87109,61.0,Division Fractions,1,1,0,4,187394,187394
22718903,264586,79490,87112,61.0,Division Fractions,1,1,0,4,53626,53626
22719087,264586,79490,87059,61.0,Division Fractions,1,1,0,5,25360,25360
22719171,264586,79490,87065,61.0,Division Fractions,1,1,0,5,17434,17434
22719196,264586,79490,87087,61.0,Division Fractions,1,1,0,4,52253,52253
22998206,264588,79490,86765,280.0,Addition and Subtraction Fractions,1,1,0,4,59930,59930
22998292,264588,79490,86607,280.0,Addition and Subtraction Fractions,0,2,0,4,103149,150523
22998469,264588,79490,86609,280.0,Addition and Subtraction Fractions,1,1,0,4,67845,67845
22998582,264588,79490,86642,280.0,Addition and Subtraction Fractions,1,1,0,4,34833,34833
22998641,264588,79490,86629,280.0,Addition and Subtraction Fractions,1,1,0,4,99188,99188
22999128,264585,79490,86325,280.0,Addition and Subtraction Fractions,0,3,4,4,69200,179469
22999389,264585,79490,86538,280.0,Addition and Subtraction Fractions,1,1,0,4,117713,117713
22999501,264585,79490,86545,280.0,Addition and Subtraction Fractions,1,1,0,4,40222,40222
22999540,264585,79490,86318,280.0,Addition and Subtraction Fractions,1,1,0,4,64486,64486
22999704,265449,79490,84813,58.0,Addition Whole Numbers,1,1,0,0,40687,40687
22999704,265449,79490,84813,85.0,Absolute Value,1,1,0,0,40687,40687
22999774,265449,79490,84737,85.0,Absolute Value,1,1,0,3,4995,4995
22999788,265449,79490,85358,58.0,Addition Whole Numbers,1,1,0,0,10152,10152
22999788,265449,79490,85358,85.0,Absolute Value,1,1,0,0,10152,10152
22999803,265449,79490,85336,85.0,Absolute Value,1,1,0,3,3752,3752
22999810,265449,79490,85354,58.0,Addition Whole Numbers,1,1,0,0,15051,15051
22999810,265449,79490,85354,85.0,Absolute Value,1,1,0,0,15051,15051
23141842,265450,79490,89670,277.0,Addition and Subtraction Integers,1,1,0,4,8216,8216
23141853,265451,79490,89940,277.0,Addition and Subtraction Integers,1,1,0,4,9631,9631
23141865,265451,79490,89923,277.0,Addition and Subtraction Integers,1,1,0,4,5303,5303
23141882,265451,79490,89911,277.0,Addition and Subtraction Integers,1,1,0,4,7969,7969
23141896,265451,79490,89827,277.0,Addition and Subtraction Integers,1,1,0,3,7210,7210
23141903,265451,79490,89968,277.0,Addition and Subtraction Integers,1,1,0,2,6735,6735
23141913,265452,79490,53778,280.0,Addition and Subtraction Fractions,0,4,2,3,14172,78788
23328594,265452,79490,58808,280.0,Addition and Subtraction Fractions,1,1,0,3,11702,11702
23328640,265452,79490,58819,280.0,Addition and Subtraction Fractions,0,2,0,3,24740,96016
23328777,265452,79490,53777,280.0,Addition and Subtraction Fractions,1,1,0,3,11194,11194
23328810,265452,79490,53794,280.0,Addition and Subtraction Fractions,1,1,0,3,22472,22472
23328852,265452,79490,58825,280.0,Addition and Subtraction Fractions,1,1,0,3,11271,11271
23328872,265452,79490,58823,280.0,Addition and Subtraction Fractions,1,1,0,3,43993,43993
23328980,265452,79490,58814,280.0,Addition and Subtraction Fractions,1,1,0,3,35763,35763
35623831,282721,79490,97751,311.0,Equation Solving Two or Fewer Steps,0,0,0,3,116982,116982
35623869,282721,79490,97752,311.0,Equation Solving Two or Fewer Steps,1,1,0,0,31807,31807
35623884,282721,79490,97753,311.0,Equation Solving Two or Fewer Steps,1,1,0,0,139199,139199
35623932,282721,79490,97754,311.0,Equation Solving Two or Fewer Steps,0,6,3,3,16536,163924
35624022,282721,79490,97575,311.0,Equation Solving Two or Fewer Steps,0,1,0,3,55277,55374
35624066,282721,79490,97576,311.0,Equation Solving Two or Fewer Steps,1,1,0,0,13900,13900
35624076,282721,79490,97577,311.0,Equation Solving Two or Fewer Steps,1,1,0,0,29380,29380
35624094,282721,79490,97578,311.0,Equation Solving Two or Fewer Steps,1,1,0,1,61260,61260
35624130,282721,79490,97671,311.0,Equation Solving Two or Fewer Steps,1,1,0,3,40255,40255
35624159,282721,79490,97543,311.0,Equation Solving Two or Fewer Steps,0,2,3,3,165177,224413
35624365,282721,79490,97763,311.0,Equation Solving Two or Fewer Steps,1,1,0,3,37706,37706
35683484,282721,79490,97707,311.0,Equation Solving Two or Fewer Steps,0,3,2,3,43428,71987
35683561,282721,79490,97627,311.0,Equation Solving Two or Fewer Steps,1,1,0,3,11300,11300
21646672,263258,79496,51008,310.0,Order of Operations All,0,1,3,4,168058,279058
21646872,263258,79496,51005,310.0,Order of Operations All,1,1,0,4,75251,75251
21646935,263258,79496,51004,310.0,Order of Operations All,0,2,0,4,51555,90544
21646972,263258,79496,50985,310.0,Order of Operations All,1,1,0,4,40966,40966
21646978,263258,79496,51000,310.0,Order of Operations All,1,1,0,4,40358,40358
21655916,263258,79496,51009,310.0,Order of Operations All,1,1,0,4,47485,47485
21866976,263490,79496,85741,49.0,Ordering Positive Decimals,1,1,0,4,33204,33204
22461031,264291,79496,65649,50.0,Ordering Fractions,1,1,0,0,29381,29381
22461054,264291,79496,65871,50.0,Ordering Fractions,1,1,0,1,9322,9322
22461061,264291,79496,66249,50.0,Ordering Fractions,1,1,0,5,25794,25794
22461100,264291,79496,65833,50.0,Ordering Fractions,1,1,0,0,11605,11605
22461115,264291,79496,66229,50.0,Ordering Fractions,1,1,0,4,6487,6487
22461134,264292,79496,85970,47.0,Conversion of Fraction Decimals Percents,0,2,1,3,26831,51937
22461162,264292,79496,86078,47.0,Conversion of Fraction Decimals Percents,1,1,0,3,19570,19570
22461170,264292,79496,85952,47.0,Conversion of Fraction Decimals Percents,1,1,0,3,27193,27193
22461177,264292,79496,86061,47.0,Conversion of Fraction Decimals Percents,1,1,0,3,12857,12857
22461196,264292,79496,86074,47.0,Conversion of Fraction Decimals Percents,1,1,0,3,15527,15527
22461209,264292,79496,85926,47.0,Conversion of Fraction Decimals Percents,1,1,0,3,15082,15082
22461238,264293,79496,86199,65.0,Least Common Multiple,1,1,0,4,106098,106098
22461276,264293,79496,86219,65.0,Least Common Multiple,1,1,0,4,113895,113895
22461302,264293,79496,86226,65.0,Least Common Multiple,1,1,0,4,76542,76542
22461327,264293,79496,86213,65.0,Least Common Multiple,1,1,0,4,39015,39015
22461349,264293,79496,86187,65.0,Least Common Multiple,1,1,0,4,42466,42466
22461389,264294,79496,66127,49.0,Ordering Positive Decimals,0,1,0,0,77413,77488
22461389,264294,79496,66127,50.0,Ordering Fractions,0,1,0,0,77413,77488
22461538,264294,79496,65335,49.0,Ordering Positive Decimals,1,1,0,0,115412,115412
22461538,264294,79496,65335,50.0,Ordering Fractions,1,1,0,0,115412,115412
22461575,264294,79496,62688,49.0,Ordering Positive Decimals,1,1,0,0,75728,75728
22461575,264294,79496,62688,50.0,Ordering Fractions,1,1,0,0,75728,75728
22461623,264294,79496,66091,49.0,Ordering Positive Decimals,1,1,0,0,51122,51122
22461623,264294,79496,66091,50.0,Ordering Fractions,1,1,0,0,51122,51122
22461673,264294,79496,62576,49.0,Ordering Positive Decimals,1,1,0,0,47323,47323
22461673,264294,79496,62576,50.0,Ordering Fractions,1,1,0,0,47323,47323
22461683,264294,79496,66019,49.0,Ordering Positive Decimals,1,1,0,0,40267,40267
22461683,264294,79496,66019,50.0,Ordering Fractions,1,1,0,0,40267,40267
22461712,264295,79496,85803,47.0,Conversion of Fraction Decimals Percents,1,1,0,3,194277,194277
22461773,264295,79496,85873,47.0,Conversion of Fraction Decimals Percents,1,1,0,3,14181,14181
22461787,264295,79496,85808,47.0,Conversion of Fraction Decimals Percents,1,1,0,3,12276,12276
22461795,264295,79496,85794,47.0,Conversion of Fraction Decimals Percents,1,1,0,3,32531,32531
22461808,264295,79496,85891,47.0,Conversion of Fraction Decimals Percents,1,1,0,3,10348,10348
22999745,264585,79496,86322,280.0,Addition and Subtraction Fractions,0,3,1,4,39842,276899
23000008,264585,79496,86323,280.0,Addition and Subtraction Fractions,1,1,0,4,28502,28502
23000024,264585,79496,86350,280.0,Addition and Subtraction Fractions,1,1,0,4,18134,18134
23000045,264585,79496,86550,280.0,Addition and Subtraction Fractions,1,1,0,4,73525,73525
23000123,264586,79496,87114,61.0,Division Fractions,1,1,0,4,145423,145423
23000313,264586,79496,8463,61.0,Division Fractions,1,1,0,4,96319,96319
23000438,264586,79496,87054,61.0,Division Fractions,1,1,0,5,11005,11005
23000462,264586,79496,87060,61.0,Division Fractions,1,1,0,5,70612,70612
23000572,264586,79496,87123,61.0,Division Fractions,1,1,0,4,60750,60750
23000768,264588,79496,86581,280.0,Addition and Subtraction Fractions,0,3,1,4,639723,830705
23002214,264588,79496,86668,280.0,Addition and Subtraction Fractions,1,1,0,4,35409,35409
23002250,264588,79496,86744,280.0,Addition and Subtraction Fractions,1,1,0,4,184140,184140
23002562,264588,79496,86763,280.0,Addition and Subtraction Fractions,1,1,0,4,67897,67897
23346198,265449,79496,85382,58.0,Addition Whole Numbers,0,1,0,0,19284,19368
23346198,265449,79496,85382,85.0,Absolute Value,0,1,0,0,19284,19368
23346265,265449,79496,85358,58.0,Addition Whole Numbers,1,1,0,0,6855,6855
23346265,265449,79496,85358,85.0,Absolute Value,1,1,0,0,6855,6855
23346277,265449,79496,85470,74.0,Subtraction Whole Numbers,1,1,0,0,16308,16308
23346277,265449,79496,85470,85.0,Absolute Value,1,1,0,0,16308,16308
23346297,265449,79496,85337,85.0,Absolute Value,0,1,1,3,11290,17070
23346323,265449,79496,85403,58.0,Addition Whole Numbers,0,1,0,0,8299,8379
23346323,265449,79496,85403,85.0,Absolute Value,0,1,0,0,8299,8379
23346399,265449,79496,85340,85.0,Absolute Value,1,1,0,3,5566,5566
23346424,265449,79496,85415,58.0,Addition Whole Numbers,1,1,0,0,26296,26296
23346424,265449,79496,85415,85.0,Absolute Value,1,1,0,0,26296,26296
23346456,265449,79496,84734,85.0,Absolute Value,1,1,0,3,3808,3808
23346468,265449,79496,84737,85.0,Absolute Value,1,1,0,3,3047,3047
23346481,265449,79496,85407,58.0,Addition Whole Numbers,1,1,0,0,3638,3638
23346481,265449,79496,85407,85.0,Absolute Value,1,1,0,0,3638,3638
23346501,265450,79496,89753,277.0,Addition and Subtraction Integers,1,1,0,3,15650,15650
23346512,265451,79496,89945,277.0,Addition and Subtraction Integers,1,1,0,2,13023,13023
23346529,265451,79496,89960,277.0,Addition and Subtraction Integers,1,1,0,2,12937,12937
23346543,265451,79496,89918,277.0,Addition and Subtraction Integers,1,1,0,4,25747,25747
23346555,265451,79496,89952,277.0,Addition and Subtraction Integers,1,1,0,2,12013,12013
23346573,265451,79496,89911,277.0,Addition and Subtraction Integers,0,4,2,4,24022,70897
23346650,265451,79496,89916,277.0,Addition and Subtraction Integers,1,1,0,4,17098,17098
23346657,265451,79496,89868,277.0,Addition and Subtraction Integers,0,2,0,3,18021,23776
23346674,265451,79496,89933,277.0,Addition and Subtraction Integers,1,1,0,4,14586,14586
23346692,265451,79496,89864,277.0,Addition and Subtraction Integers,0,3,0,3,15948,39515
23346742,265451,79496,89931,277.0,Addition and Subtraction Integers,1,1,0,4,17543,17543
23346763,265451,79496,89890,277.0,Addition and Subtraction Integers,0,3,2,3,41819,68697
23346869,265451,79496,89940,277.0,Addition and Subtraction Integers,1,1,0,4,17813,17813
23346886,265451,79496,89894,277.0,Addition and Subtraction Integers,1,1,0,3,26798,26798
23346911,265451,79496,89941,277.0,Addition and Subtraction Integers,1,1,0,2,9615,9615
23346928,265451,79496,89965,277.0,Addition and Subtraction Integers,1,1,0,2,6539,6539
23346934,265451,79496,89898,277.0,Addition and Subtraction Integers,0,2,0,3,27241,31234
23346961,265451,79496,89913,277.0,Addition and Subtraction Integers,1,1,0,4,5936,5936
23346971,265451,79496,89889,277.0,Addition and Subtraction Integers,1,1,0,3,15873,15873
23346989,265451,79496,89896,277.0,Addition and Subtraction Integers,0,7,2,3,12312,38483
23347047,265451,79496,89948,277.0,Addition and Subtraction Integers,1,1,0,2,12855,12855
23347080,265452,79496,53798,280.0,Addition and Subtraction Fractions,1,1,0,3,40254,40254
23347137,265452,79496,58814,280.0,Addition and Subtraction Fractions,1,1,0,3,35197,35197
23347171,265452,79496,58807,280.0,Addition and Subtraction Fractions,1,1,0,3,98571,98571
23347241,265452,79496,58812,280.0,Addition and Subtraction Fractions,1,1,0,3,9482,9482
23347249,265452,79496,53788,280.0,Addition and Subtraction Fractions,1,1,0,3,32156,32156
35605876,282721,79496,97623,311.0,Equation Solving Two or Fewer Steps,0,2,2,3,81408,97652
35606253,282721,79496,97535,311.0,Equation Solving Two or Fewer Steps,0,1,0,3,86476,86625
35606537,282721,79496,97536,311.0,Equation Solving Two or Fewer Steps,1,1,0,0,27538,27538
35606620,282721,79496,97537,311.0,Equation Solving Two or Fewer Steps,1,1,0,0,35816,35816
35606688,282721,79496,97538,311.0,Equation Solving Two or Fewer Steps,0,4,3,3,16270,218552
35607328,282721,79496,97575,311.0,Equation Solving Two or Fewer Steps,0,1,0,3,55994,56143
35607510,282721,79496,97576,311.0,Equation Solving Two or Fewer Steps,1,1,0,0,10746,10746
35607540,282721,79496,97577,311.0,Equation Solving Two or Fewer Steps,1,1,0,0,35619,35619
35607633,282721,79496,97578,311.0,Equation Solving Two or Fewer Steps,0,4,1,1,28173,222311
35607907,282721,79496,97703,311.0,Equation Solving Two or Fewer Steps,1,1,0,3,90790,90790
35608171,282721,79496,97691,311.0,Equation Solving Two or Fewer Steps,1,1,0,3,44402,44402
22903737,226374,79506,73445,18.0,Probability of a Single Event,1,1,0,0,23672,23672
22903752,226374,79506,73409,18.0,Probability of a Single Event,1,1,0,0,19848,19848
22903775,226375,79506,73647,16.0,Counting Methods,0,1,0,0,469870,469882
22903775,226375,79506,73647,17.0,Probability of Two Distinct Events,0,1,0,0,469870,469882
22904047,226375,79506,73735,16.0,Counting Methods,0,1,0,0,26260,26272
22904047,226375,79506,73735,17.0,Probability of Two Distinct Events,0,1,0,0,26260,26272
22904101,226375,79506,73527,16.0,Counting Methods,0,1,0,0,5384,5395
22904101,226375,79506,73527,17.0,Probability of Two Distinct Events,0,1,0,0,5384,5395
22904178,226375,79506,73655,16.0,Counting Methods,1,1,0,0,31299,31299
22904178,226375,79506,73655,17.0,Probability of Two Distinct Events,1,1,0,0,31299,31299
22904213,226375,79506,73615,16.0,Counting Methods,0,1,0,0,15703,15714
22904213,226375,79506,73615,17.0,Probability of Two Distinct Events,0,1,0,0,15703,15714
23016224,226376,79506,74004,18.0,Probability of a Single Event,0,2,0,5,11588,19138
23016285,226376,79506,74016,18.0,Probability of a Single Event,1,1,0,5,9154,9154
23016303,226376,79506,74024,18.0,Probability of a Single Event,1,1,0,5,11498,11498
23016326,226376,79506,74006,18.0,Probability of a Single Event,1,1,0,5,8859,8859
23016361,226377,79506,74165,10.0,Table,1,1,0,0,29983,29983
23016361,226377,79506,74165,18.0,Probability of a Single Event,1,1,0,0,29983,29983
23016424,226377,79506,74110,10.0,Table,1,1,0,0,18056,18056
23016424,226377,79506,74110,18.0,Probability of a Single Event,1,1,0,0,18056,18056
23016477,226378,79506,74306,16.0,Counting Methods,0,1,0,0,10444,10456
23016477,226378,79506,74306,17.0,Probability of Two Distinct Events,0,1,0,0,10444,10456
23016646,226378,79506,74342,16.0,Counting Methods,0,1,0,0,22483,22495
23016646,226378,79506,74342,17.0,Probability of Two Distinct Events,0,1,0,0,22483,22495
23016851,226378,79506,74322,16.0,Counting Methods,1,1,0,0,6967,6967
23016851,226378,79506,74322,17.0,Probability of Two Distinct Events,1,1,0,0,6967,6967
23016869,226378,79506,74326,16.0,Counting Methods,0,1,0,0,22911,22922
23016869,226378,79506,74326,17.0,Probability of Two Distinct Events,0,1,0,0,22911,22922
23016955,226378,79506,74358,16.0,Counting Methods,1,1,0,0,48057,48057
23016955,226378,79506,74358,17.0,Probability of Two Distinct Events,1,1,0,0,48057,48057
23017119,226375,79506,73651,16.0,Counting Methods,1,1,0,0,28729,28729
23017119,226375,79506,73651,17.0,Probability of Two Distinct Events,1,1,0,0,28729,28729
23017171,226375,79506,73499,16.0,Counting Methods,0,1,0,0,83388,83400
23017171,226375,79506,73499,17.0,Probability of Two Distinct Events,0,1,0,0,83388,83400
23017363,226375,79506,73627,16.0,Counting Methods,0,1,0,0,23206,23217
23017363,226375,79506,73627,17.0,Probability of Two Distinct Events,0,1,0,0,23206,23217
23017459,226375,79506,73607,16.0,Counting Methods,0,1,0,0,22756,22768
23017459,226375,79506,73607,17.0,Probability of Two Distinct Events,0,1,0,0,22756,22768
23017542,226375,79506,73687,16.0,Counting Methods,1,1,0,0,501885,501885
23017542,226375,79506,73687,17.0,Probability of Two Distinct Events,1,1,0,0,501885,501885
23018179,226375,79506,73511,16.0,Counting Methods,1,1,0,0,22647,22647
23018179,226375,79506,73511,17.0,Probability of Two Distinct Events,1,1,0,0,22647,22647
23018221,226375,79506,73551,16.0,Counting Methods,1,1,0,0,20807,20807
23018221,226375,79506,73551,17.0,Probability of Two Distinct Events,1,1,0,0,20807,20807
23018306,226379,79506,74507,16.0,Counting Methods,0,0,0,0,12788,12788
23018306,226379,79506,74507,17.0,Probability of Two Distinct Events,0,0,0,0,12788,12788
23085196,226378,79506,74346,16.0,Counting Methods,1,1,0,0,181196,181196
23085196,226378,79506,74346,17.0,Probability of Two Distinct Events,1,1,0,0,181196,181196
23085312,226378,79506,74334,16.0,Counting Methods,1,1,0,0,95977,95977
23085312,226378,79506,74334,17.0,Probability of Two Distinct Events,1,1,0,0,95977,95977
23085383,226379,79506,74527,16.0,Counting Methods,0,1,0,0,106846,106858
23085383,226379,79506,74527,17.0,Probability of Two Distinct Events,0,1,0,0,106846,106858
23085647,226379,79506,74457,16.0,Counting Methods,1,1,0,0,9589,9589
23085647,226379,79506,74457,17.0,Probability of Two Distinct Events,1,1,0,0,9589,9589
23085673,226379,79506,74412,16.0,Counting Methods,0,0,0,0,4820,4820
23085673,226379,79506,74412,17.0,Probability of Two Distinct Events,0,0,0,0,4820,4820
23085736,226379,79506,74432,16.0,Counting Methods,1,1,0,0,18741,18741
23085736,226379,79506,74432,17.0,Probability of Two Distinct Events,1,1,0,0,18741,18741
23085764,226379,79506,74497,16.0,Counting Methods,0,1,0,0,62947,62960
23085764,226379,79506,74497,17.0,Probability of Two Distinct Events,0,1,0,0,62947,62960
23085926,226379,79506,74532,16.0,Counting Methods,0,0,0,0,5538,5538
23085926,226379,79506,74532,17.0,Probability of Two Distinct Events,0,0,0,0,5538,5538
23085990,226379,79506,74402,18.0,Probability of a Single Event,1,1,0,3,6967,6967
23086010,226380,79506,74563,17.0,Probability of Two Distinct Events,1,1,0,5,15775,15775
23086034,226380,79506,74574,17.0,Probability of Two Distinct Events,1,1,0,5,11656,11656
23086061,226382,79506,74027,18.0,Probability of a Single Event,1,1,0,5,16556,16556
23086082,226382,79506,74017,18.0,Probability of a Single Event,1,1,0,5,10289,10289
23123182,226379,79506,74537,16.0,Counting Methods,0,0,0,0,117263,117263
23123182,226379,79506,74537,17.0,Probability of Two Distinct Events,0,0,0,0,117263,117263
23123617,226379,79506,74517,16.0,Counting Methods,1,1,0,0,16598,16598
23123617,226379,79506,74517,17.0,Probability of Two Distinct Events,1,1,0,0,16598,16598
23123630,226379,79506,74467,16.0,Counting Methods,1,1,0,0,6605,6605
23123630,226379,79506,74467,17.0,Probability of Two Distinct Events,1,1,0,0,6605,6605
23123643,226379,79506,74404,18.0,Probability of a Single Event,1,1,0,3,7142,7142
34818497,280740,79506,92965,293.0,Translations,1,1,0,4,32772,32772
22905934,226374,79508,73357,18.0,Probability of a Single Event,0,1,0,0,31709,31730
22906150,226374,79508,73437,18.0,Probability of a Single Event,1,1,0,0,24692,24692
22906190,226374,79508,73465,18.0,Probability of a Single Event,1,1,0,0,13068,13068
22906214,226374,79508,73433,18.0,Probability of a Single Event,0,1,0,0,30983,31001
22906313,226374,79508,73397,18.0,Probability of a Single Event,1,1,0,0,14483,14483
22906376,226375,79508,73607,16.0,Counting Methods,0,1,0,0,120078,120096
22906376,226375,79508,73607,17.0,Probability of Two Distinct Events,0,1,0,0,120078,120096
22906579,226375,79508,73551,16.0,Counting Methods,1,1,0,0,103555,103555
22906579,226375,79508,73551,17.0,Probability of Two Distinct Events,1,1,0,0,103555,103555
22906650,226375,79508,73495,16.0,Counting Methods,0,1,0,0,267731,267749
22906650,226375,79508,73495,17.0,Probability of Two Distinct Events,0,1,0,0,267731,267749
22907009,226375,79508,73651,16.0,Counting Methods,1,1,0,0,33466,33466
22907009,226375,79508,73651,17.0,Probability of Two Distinct Events,1,1,0,0,33466,33466
22907042,226375,79508,73499,16.0,Counting Methods,1,1,0,0,34829,34829
22907042,226375,79508,73499,17.0,Probability of Two Distinct Events,1,1,0,0,34829,34829
22907074,226376,79508,74003,18.0,Probability of a Single Event,1,1,0,5,22885,22885
22907080,226376,79508,74015,18.0,Probability of a Single Event,1,1,0,5,10091,10091
22907094,226377,79508,74040,10.0,Table,1,1,0,0,40552,40552
22907094,226377,79508,74040,18.0,Probability of a Single Event,1,1,0,0,40552,40552
22907126,226377,79508,74140,10.0,Table,1,1,0,0,34518,34518
22907126,226377,79508,74140,18.0,Probability of a Single Event,1,1,0,0,34518,34518
22907150,226378,79508,74342,16.0,Counting Methods,0,2,0,0,448057,455104
22907150,226378,79508,74342,17.0,Probability of Two Distinct Events,0,2,0,0,448057,455104
22907412,226378,79508,74358,16.0,Counting Methods,1,1,0,0,9951,9951
22907412,226378,79508,74358,17.0,Probability of Two Distinct Events,1,1,0,0,9951,9951
22907429,226378,79508,74346,16.0,Counting Methods,1,1,0,0,78628,78628
22907429,226378,79508,74346,17.0,Probability of Two Distinct Events,1,1,0,0,78628,78628
22907452,226378,79508,74334,16.0,Counting Methods,0,1,0,0,82611,82629
22907452,226378,79508,74334,17.0,Probability of Two Distinct Events,0,1,0,0,82611,82629
22907571,226378,79508,74294,16.0,Counting Methods,1,1,0,0,60314,60314
22907571,226378,79508,74294,17.0,Probability of Two Distinct Events,1,1,0,0,60314,60314
22907598,226379,79508,74452,16.0,Counting Methods,0,1,0,0,251148,251167
