id,review,clean_review,rating,sentiment,clean_word_count
71049,"I loved this course. The lectures are interesting, and the assignments required some serious thought. :)",love course lecture interest assignment require serious think,5,Positive,8
94489,Should cover a lot of dfificuties when the model assumptions are violated and should be for a longer time or having a second course about this theme.,cover lot dfificuties model assumption violate longer time second course theme,2,Negative,11
70747,"While the material is relevant, the exercises required too much specific knowledge that was not discussed in lecture. For an experienced programmer, most of the exercises were easy, but I admit I had to look ahead on two of the projects because the instructions were too lacking. The final project was too open ended and made me not want to finish this course.Overall, I would not recommend this course.",material relevant exercise require much specific knowledge discus lecture experience programmer exercise easy admit look ahead two project instruction lack final project open end make want finish course overall would recommend course,2,Negative,32
80566,"I have mixed feelings about this course. I notice that a lot of courses like these in US colleges are incredibly glorified. The professor sounds knowledgeable, I have to admit. The material, however, seems mostly like common sense. Most of it is life skills that you simply pick up over time. Just like business courses, people love to label everything concept or process with some kind of nice sounding term to make it look professional or whatever. Also, very boring.",mix feeling course notice lot course like college incredibly glorify professor sound knowledgeable admit material however seem mostly like common sense life skill simply pick time like business course people love label everything concept process kind nice sound term make look professional whatever also bore,2,Negative,45
83015,The support by the mentors could be much better. Because of the missing support I was not able to solve the assignments under Windows with Octave. I had to buy Matlab. (-2)It seems to me that the course is very difficult to complete without additional sources. (-1),support mentor could much better miss support able solve assignment window octave buy matlab seem course difficult complete without additional source,2,Negative,21
31937,good for people who wanna know the brief. would be better with more details and sorties,good people wan know brief would better detail sortie,4,Positive,9
82300,"Great course. The final assignement is a bit difficult compared to the course's teaching though. It did push me to do a bit of research on the web (which is good), but it would have been great to have a bit more explanations on how to develop features such as search or websites suggestion (I have no idea whatsoever if my implementation was correct).",great course final assignement bite difficult compare course teach though push bite research web good would great bite explanation develop feature search website suggestion idea whatsoever implementation correct,4,Positive,28
79474,Its a good practical lecture but I think it have lots of room to improve. The material itself can be covered in 2 weeks lecture.,good practical lecture think lot room improve material cover week lecture,2,Negative,11
8101,"This is a course that shows, in a practical and funny way, fundamental nutrition concepts. I recommend to take it even if you do not have children, but you are interested into understand how our bodies processes food and how eating healthy could be easier than you ever imagined.",course show practical funny way fundamental nutrition concept recommend take even child interest understand body process food eat healthy could easier ever imagine,5,Positive,23
72733,A very well designed course. I would recommend to anyone with serious goals on learning regression and machine learning.,well design course would recommend anyone serious goal learn regression machine learn,5,Positive,12
70938,Got to learn a lot! Thank you!,get learn lot thank,5,Positive,4
14494,"Good introduction, but the professor could have been more descriptive about how to use git/github. These are new concepts for people so it may be difficult to grasp right away.",good introduction professor could descriptive use git github new concept people may difficult grasp right away,3,Neutral,16
103817,"As a professional Instructional Designer, I can attest that this is the poorest-designed course I have ever seen. Regrettably, I paid for the entire specialization up-front, and I cannot get a refund or even a Coursera credit for enrolling in a different specialization.Be aware that the faculty who is the instructor of record does not participate in the course. The video lectures are poorly done, including errors and misstatements that could have been edited out, but it appears that no one bothered to edit the raw footage before uploading it.There is not so much instruction as an overview. There are no coding exercises until the final assignment, which is poorly-described and requires the student to self-teach using outside sources.There are app specializations in Coursera that appear much better-designed. Look elsewhere.",professional instructional designer attest poorest design course ever see regrettably pay entire specialization front get refund even coursera credit enrol different specialization aware faculty instructor record participate course video lecture poorly do include error misstatement could edit appear one bother edit raw footage upload much instruction overview cod exercise final assignment poorly describe require student self teach use outside source app specialization coursera appear much better design look elsewhere,1,Negative,69
76941,"I'm sure this is a fantastic introduction for those with no prior programming experience, but as someone with even just a little bit of prior scripting experience, I found it extremely slow-paced. Rather than suffer through the lectures, I did DataCamp's Intro. to Python and then did all the quizzes & assignments for this class as extra practice.",sure fantastic introduction prior program experience someone even little bite prior script experience find extremely slow pace rather suffer lecture datacamp intro python quiz assignment class extra practice,3,Neutral,28
90416,"I had difficultly with the two assignments, not because they were difficult but because the instructions were not clear. From reviewing other's assignments, it did not appear to be just me.",difficultly two assignment difficult instruction clear review assignment appear,3,Neutral,9
102387,"I have a negative opinion of the structure of this course. It is not laid out in a format that I, a native English speaker, understood. The interviews and recorded lectures were not adequate or sufficiently rehearsed. The gentleman that drills his own cavities in his home workshop was most annoying and pointless. Looked at the ceiling Buddha 97% of his screen time.The reading was too disjointed and the book on Mindfulness is really more commercial and repetitious that one would expect of a course in Coursera. Professor Wright is too laconic, phlegmatic and unengaging. I wrote the assignment for week three but there were no instructions on how to convert a document in textedit (Mac WP) to the course submission page so that was a total crash for me. I would never recommend this course to anyone.",negative opinion structure course lay format native english speaker understand interview record lecture adequate sufficiently rehearse gentleman drill cavity home workshop annoy pointless look ceiling buddha screen time read disjoint book mindfulness really commercial repetitious one would expect course coursera professor wright laconic phlegmatic unengaging write assignment week three instruction convert document textedit mac course submission page total crash would never recommend course anyone,1,Negative,64
95297,"I felt like the test-candidate for a new course. While the course-work and the presentations itsself were excellent, the ""homework"" was a real pain as very often the Auto-grader didn't work and it took me hours to get a project which was correct, to be accepted as the right solution. Cannot recommend it to be honest unless they improve their systems. Also it was said that the other course specialization start soon but it seems they don't and I paid for the full package....",felt like test candidate new course course work presentation itsself excellent homework real pain often auto grader work take hour get project correct accept right solution recommend honest unless improve system also say course specialization start soon seem pay full package,2,Negative,41
19513,Quizes were poorly worded.,quiz poorly word,1,Negative,3
11675,"- Assumptions about the student are not clear, before starting the course.Instructor examples are not practical in all contexts.Jump to dijkstra in very second week, without clarity on major C++ concepts and examples, is too much an expectation from the student switching from C to C++ for the first time.Confusion with deadline for assignments.too many lectures during later week courses, as if the effort is to crunch everything in that week and complete the course.If its spaced properly with examples and problems over few more weeks, it would help.",assumption student clear start course instructor example practical context jump dijkstra second week without clarity major concept example much expectation student switch first time confusion deadline assignment many lecture later week course effort crunch everything week complete course space properly example problem week would help,2,Negative,45
15667,Wonderful. Really helpful course.,wonderful really helpful course,5,Positive,4
96435,A very good course. If you want to learn about Front-End Web UI Frameworks and Tools then this is the best source for you. The instructor is so awesome and his teaching methods are very comprehensive.,good course want learn front end web framework tool best source instructor awesome teach method comprehensive,5,Positive,16
17948,I hope it will involve statistics analysis in the capstone project. It is kind of bias to apply NLP knowledge and develop data product in the capstone project.,hope involve statistic analysis capstone project kind bias apply nlp knowledge develop data product capstone project,2,Negative,16
88734,"I am not sure if it was ever stated that there would be no coding, but there wasn't any. In any case, thanks Dr Chuck! :-)",sure ever state would cod case thank chuck,3,Neutral,8
33160,"iT WAS GREAT! For me as a person who dindnt know anything about coding, everything was clear and easy to learn. Im fully satisfide with what I have ccomplished.",great person dindnt know anything cod everything clear easy learn fully satisfide ccomplished,5,Positive,13
1417,"Typical question of novice of programming: What language should I learn first?Typical answer is incorrect, sadly.Correct answer is: It doesn't matter. Algorithms and patterns matters. I'm not sure about patterns, but Donald Knuth and Robert Sedgewick are best at algorithms. And here you have unique possibility to learn from the best. Rush for it! And be prepared, it won't be easy.And many thanks to Kevin Wayne for his fundamental job. Probably he is the one who we should thank for this great opportunity to learn it here, on coursera.",typical question novice program language learn first typical answer incorrect sadly correct answer matter algorithm pattern matter sure pattern donald knuth robert sedgewick best algorithm unique possibility learn best rush prepare easy many thank kevin wayne fundamental job probably one thank great opportunity learn coursera,5,Positive,45
62938,"Actually i want rate 0, as the instruction for the installation of new tools are quite vague and misleading",actually want rate instruction installation new tool quite vague mislead,1,Negative,10
105296,The final course assignment was not defined precisely enough which led to varying interpretations among graders and reduces grades for all as a result.Otherwise a good intro course for the analytics specialization that focuses on the managerial aspects of data analytics and the communication of results.I wish that links to supplementary reading on the statistics used in the course would be provided.,final course assignment define precisely enough lead vary interpretation among grader reduce grade result otherwise good intro course analytics specialization focus managerial aspect data analytics communication result wish link supplementary read statistic use course would provide,4,Positive,36
45993,Best course ever! Thank you!,best course ever thank,5,Positive,4
69586,Im not finishing it since in the test are missing a lot of sounds ..............,finish since test miss lot sound,1,Negative,6
4580,"The transition is from easy to advanced. It gets really confusing, not sure if it's just me. I am not following the lessons anymore so I left the course.",transition easy advance get really confuse sure follow lesson anymore leave course,2,Negative,12
61484,to much theory,much theory,2,Negative,2
88966,Almost totally ignores the ancients. A skewed view of philosophy from an enlightenment perspective.,almost totally ignore ancient skew view philosophy enlightenment perspective,2,Negative,9
15837,"A very intuitive course! All the necessary information I needed to know about corporate finance was given to me, easily and successfully! I have completed my gaps in the knowledge of the WACC and the EVA which was a rather complicated factor. I look forward to enroll in more courses with professor Estrada! Thank you very much!",intuitive course necessary information need know corporate finance give easily successfully complete gap knowledge wacc eva rather complicate factor look forward enroll course professor estrada thank much,5,Positive,27
67047,"Awesome content, I leaned a lot",awesome content lean lot,5,Positive,4
36458,good course and good explanation by Prof.Shiller but a lot of videos were edited like a few parts of the video were deleted. Also I felt like Prof.Shiller sometimes did not explain all the concepts to the full extent which I felt made it a bit difficult for a beginner like me to fully understand what he was teaching,good course good explanation prof shiller lot video edit like part video delete also felt like prof shiller sometimes explain concept full extent felt make bite difficult beginner like fully understand teach,3,Neutral,32
49883,Very good Course for beginners.!,good course beginner,5,Positive,3
36618,Very compressed. But its good to have the main themes and then go deeper in each one with other courses.,compress good main theme deeper one course,3,Neutral,7
39859,I did not like this course. It is a course for those who are already involved into the topic not newbies. Very general short and sloppy explanations and a lot of practical assignments for peer evaluation. I had a lot of experience in classical music but I was puzzled with what goes on in this course. After having completed some other jazz courses I realized that i had no chances to learn anything here since the theory is not explained sufficiently. The title of the course is misleading. It rather should be called a master class on jazz improvisation.,like course course already involve topic newbie general short sloppy explanation lot practical assignment peer evaluation lot experience classical music puzzle go course complete jazz course realize chance learn anything since theory explain sufficiently title course mislead rather call master class jazz improvisation,2,Negative,43
18395,lectures should be more detailed!,lecture detail,3,Neutral,2
69061,Great overview of the field of machine learning.,great overview field machine learn,5,Positive,5
90188,"Feedback is useless, but content is fine.",feedback useless content fine,3,Neutral,4
1870,"Very difficult to apply the knowledge without some support material with the content, e.g. PPT slides.",difficult apply knowledge without support material content ppt slide,1,Negative,9
32580,"Good overview of all the services, but I could have read it just from the service list, and all the labs can be done without watching this course. There is no barely any information about machine learning, except for a small Tensorflow playground overview and copy pasting Python to Datalab. But this negative comment is only because I was expecting it to be a bit more comprehensive, for someone who has no previous information about any of the subjects, this can be a good introduction.",good overview service could read service list lab do without watch course barely information machine learn except small tensorflow playground overview copy paste python datalab negative comment expect bite comprehensive someone previous information subject good introduction,2,Negative,36
32189,I loved this course very much. Mr.Louis is a great professor and I enjoy physics more than ever,love course much louis great professor enjoy physic ever,5,Positive,9
78944,The professor is fantastic and the content is top-notch. A great mix of theory and real-world application. The course is not math-heavy but provides enough additional material for one to delve into those details. I highly recommend this course!,professor fantastic content top notch great mix theory real world application course math heavy provide enough additional material one delve detail highly recommend course,5,Positive,24
31296,"Unique and incredible Course,Thank you so much,Highly appreciated,Abduladheem Hashem",unique incredible course thank much highly appreciate abduladheem hashem,5,Positive,9
23630,A good basic review of healthy eating habits.,good basic review healthy eat habit,4,Positive,6
5025,"The course is good but it could be improved. For example, I don't think the images on the background (even if they are stunning) are particularly important and I think they could be substituted by plots and schemes referring to the topics (all the presented schemes where helpful, but there would have been more things that would have been good to see visually).",course good could improve example think image background even stun particularly important think could substitute plot scheme refer topic present scheme helpful would thing would good see visually,2,Negative,28
18757,Too basic. Should give an example on how these math skills are used in data science.,basic give example math skill use data science,2,Negative,8
51083,A great introduction to the intriguing world of Human microbiome.,great introduction intrigue world human microbiome,4,Positive,6
65370,Good intro for a non-biology person like myself,good intro non biology person like,4,Positive,6
85065,A very good course to take,good course take,5,Positive,3
2847,Especially the fourth week was very informative and positive.,especially fourth week informative positive,4,Positive,5
66550,Interesting and thought provoking course BUT the peer assignment tasks and evaluation criteria are moving targets that seem to be very hard to hit per my own experience and the discussion forums. Also what if you do not totally agreed with the IDEA that thematic presentation of art is the way that modern art has to be presented. And find themes as more of a way for art institutions to promote their own agendas and longevities. Which again is nothing new in the presentation of art but also can meander away from the artists' and art works' intent!,interest think provoke course peer assignment task evaluation criterion move target seem hard hit per experience discussion forum also totally agree idea thematic presentation art way modern art present find theme way art institution promote agenda longevity nothing new presentation art also meander away artist art work intent,3,Neutral,48
6532,"Really horrible in instruction, experience and application ability of lecturers, poorly put together and assembled. It was astonishing to experience such self-promoting hacks rather than knowledgeable practitioners of the art of meditation. It is very important to clarify the content of a somewhat titled misnomer. The course was an academic study in mediation bring is rather esoteric, questionable, and personal opinion concepts and comments; in effect a mesh-mash.",really horrible instruction experience application ability lecturer poorly put together assemble astonish experience self promote hack rather knowledgeable practitioner art meditation important clarify content somewhat title misnomer course academic study mediation bring rather esoteric questionable personal opinion concept comment effect mesh mash,1,Negative,42
22744,"A clear, if fairly basic, introduction. The lack of discussion forums makes it a fairly sterile experience.",clear fairly basic introduction lack discussion forum make fairly sterile experience,3,Neutral,11
14410,There is practically nothing in this course to learn. It can be termed as a introduction to the specialization,practically nothing course learn term introduction specialization,3,Neutral,7
100055,"The course is not bad, but I felt that it was just a collection of common sense advice.",course bad felt collection common sense advice,3,Neutral,7
65397,"This is an extremely basic course. In my opinion, it isn't worth $49 and is thrown in just to add to the total price of the specialization. It is a useful refresher, but doesn't really contain much information. Just a couple of topics are covered at a very basic level. You could also get this info from watching Youtube videos.",extremely basic course opinion worth throw add total price specialization useful refresher really contain much information couple topic cover basic level could also get info watch youtube video,3,Neutral,28
103582,"This course is a useful if superficial introduction. The concepts presented are pretty basic, but foundational. The quizzes are very easy.The instructor covers the topic in a pleasant and clear way. I would, however, have liked examples of a more visual nature (show don't tell).Ironically, the course materials show disappointingly little concern for user experience or design. The slides look like they were thrown together in a rush and without much care for design or even spell-checking. The quiz multiple choice answers are laid out in an awful, confusing, anti-UX way. Someone should spend a few minutes fixing all of this.",course useful superficial introduction concept present pretty basic foundational quiz easy instructor cover topic pleasant clear way would however like example visual nature show tell ironically course material show disappointingly little concern user experience design slide look like throw together rush without much care design even spell check quiz multiple choice answer lay awful confuse anti way someone spend minute fix,3,Neutral,61
27450,Very useful to understand the concepts and practice related problems associated with game theory. Cool !,useful understand concept practice relate problem associate game theory cool,5,Positive,10
66815,"I enjoyed the difficulty of this course, though I thought the video lectures being broken down was excessive. No need for 1 and 2 minute videos if you can incorporate them into the main video of the lecture.",enjoy difficulty course though think video lecture break excessive need minute video incorporate main video lecture,5,Positive,16
13779,So overly simple with a lack of details in the steps.,overly simple lack detail step,3,Neutral,5
13493,To lock assignments for money is disgusting.,lock assignment money disgust,1,Negative,4
25124,"Good introduction to the galaxy tool. However, the final project was too difficult for what was given in the lectures. I spent 97% of the time I spent on the course doing only the final project. It was too difficult and unfair. I think a way to improve the final project might be to make easier a little bit and give exclusive lectures to help students to do the final project.",good introduction galaxy tool however final project difficult give lecture spend time spend course final project difficult unfair think way improve final project might make easier little bite give exclusive lecture help student final project,1,Negative,35
29329,Very clearly and useful,clearly useful,5,Positive,2
15669,This was my least favourite course in the the Creative Writing Specialisation. I learnt a bit about creating characters but I found the lessons bland and the assignments difficult to understand.,least favourite course creative write specialisation learn bite create character find lesson bland assignment difficult understand,2,Negative,16
101299,"The topic of capstone is great, but the milestones, and their APIs direct towards bad solutions.",topic capstone great milestone apis direct towards bad solution,3,Neutral,9
63889,Great course. Great videos that are even fun to watch. Perfect course for anyone who wants to either learn Matlab from scratch or wants to refresh his College basics.,great course great video even fun watch perfect course anyone want either learn matlab scratch want refresh college basic,5,Positive,19
30695,"Very good course, I learned a lot about Grammar and Punctuation. A very friendly teacher. It´s a fast way to improve our writing.",good course learn lot grammar punctuation friendly teacher fast way improve write,5,Positive,12
49809,"This class is an extreme example of an introduction to a subject - very basic information. I would guess that anyone who actually knows the term ""Internet of Things"" and was able to find this course already knows all of the content presented here. For completeness and ensuring that everyone is on the same page, I suppose it it required. I took off one star for how basic, yet drawn-out the information is (it could have been covered in a single week). The other two stars came off because of how tedious the peer-review assignments are and how little they add to the understanding of the content (it is not hard to understand, so the assignment ends up just being busy work). The two stars I gave were because the instructor seems knowledgable and the rest of the specialization looks promising.",class extreme example introduction subject basic information would guess anyone actually know term internet thing able find course already know content present completeness ensure everyone page suppose require take one star basic yet draw information could cover single week two star come tedious peer review assignment little add understand content hard understand assignment end busy work two star give instructor seem knowledgable rest specialization look promise,2,Negative,66
53994,very useful and the class is well designed for learning,useful class well design learn,5,Positive,5
90210,Great course understand research method and design!,great course understand research method design,4,Positive,6
4076,"This course has amazing information in the lectures, but it is difficult in the video lectures to pick out what bits of information are going to be relevant in the quizzes, you will have to re-take quizzes a number of times, no matter how well you are taking notes. Also the very last section is entirely made of a rushed-maths lesson, and a quiz based on that rushed maths lesson that is VERY difficult. I would highly recommend this for anyone who already knows basic Astronomy Math, and caution anyone who doesn't.",course amaze information lecture difficult video lecture pick bit information go relevant quiz take quiz number time matter well take note also last section entirely make rush math lesson quiz base rush math lesson difficult would highly recommend anyone already know basic astronomy math caution anyone,3,Neutral,46
102055,"Very basic content, the content in this 5-week course accounts for similar volume as only one week in courses from other universities.",basic content content week course account similar volume one week course university,2,Negative,12
52806,So fun and so instructing!,fun instruct,5,Positive,2
98255,A very good course with an excellent Professor who teaches step by step properly.,good course excellent professor teach step step properly,5,Positive,8
24902,"too short and not very helpful for me, I was missing more details.",short helpful miss detail,3,Neutral,4
94006,I can't pass because you don't allow me submit my assignment and asked me to subscribe although this course is paid !!!,pas allow submit assignment ask subscribe although course pay,1,Negative,9
5845,the material are great so much information and it is the first from the hole specializationbut! the explanation is so weak doesn't match at all with this big datathe pseudocode is so distracting and hard to readi always get lost and i don't know is it an array in the code or variable and what does he want to do with itthe pseudocode should be just a normal english code saying what to donot an understandable signs :\i am really sad that i couldn't get benefits from this amount of knowledge,material great much information first hole specializationbut explanation weak match big datathe pseudocode distract hard readi always get lose know array code variable want itthe pseudocode normal english code say donot understandable sign really sad get benefit amount knowledge,2,Negative,39
12133,"Very comprehensive course content. An excellent way to get an overview of the English legal system. The tutor is very concise and explains technical areas in a well-paced, clear manner.",comprehensive course content excellent way get overview english legal system tutor concise explain technical area well pace clear manner,5,Positive,19
24860,For every person with social responsibility.,every person social responsibility,5,Positive,4
23337,Good for healthy living,good healthy live,3,Neutral,3
98561,"A wordeful course. full energy and ideas for data analysis, Highly recommended",wordeful course full energy idea data analysis highly recommend,5,Positive,9
19157,Very light and comprehensive content. The geology part is pretty well explained!,light comprehensive content geology part pretty well explain,5,Positive,8
45977,"-------- this course should be used as a model for all the other courses. this course tells you what they're going to tell you and then they tell you; then they tell you what they told you. then, of course, they repeat what they told you a little bit later and then a while later, and yet again much later . i'm teasing, slightly. but this course does what they say they're going to do !they tell you and give you a chance to practice what they told you. then they give you another chance to practice a little while later, and yet again, much later, etc . . .the subtitles match the speech. the subtitles are correctly spelled. the speech is correctly pronounced. they mix and match the points they're making, interleaving as they go.this is the way all courses should be . . .",course use model course course tell go tell tell tell tell course repeat tell little bite later later yet much later tease slightly course say go tell give chance practice tell give another chance practice little later yet much later etc subtitle match speech subtitle correctly spell speech correctly pronounce mix match point make interleave way course,5,Positive,57
18845,The intro video just really put me off. sorry!,intro video really put sorry,1,Negative,5
28916,"ridiculous , unscientific 'self-helpie"", far below of even talk-show standards. It gives bad reputation to any business school that endorses such ""course"".""",ridiculous unscientific self helpie far even talk show standard give bad reputation business school endorse course,1,Negative,16
15087,Very light & not really consistent with the heavy workload of subsequent courses. Felt it could have been much much stronger explaining GitHub- which shows up as a problem in latter courses strongly suggesting that toolbox does not effectively cover GitHub for newbies,light really consistent heavy workload subsequent course felt could much much stronger explain github show problem latter course strongly suggest toolbox effectively cover github newbie,3,Neutral,25
10937,"It absolutely amazing course , I personally benefit a lot. really it's not just the certificate .Thank you Coursera for this huge chance.",absolutely amaze course personally benefit lot really certificate thank coursera huge chance,1,Negative,12
46603,"I enjoyed listening to Barbara and Terry. They presented the topic with an enthusiasm that made me so interested to listen to the next lecture. May be a bit more details or more practical exercises. Otherwise the course was engaging, informative and useful.Thank you very much.",enjoy listen barbara terry present topic enthusiasm make interest listen next lecture may bite detail practical exercise otherwise course engage informative useful thank much,5,Positive,24
64220,"If you are considering this specialization I would recommend the Andrew Ng course instead and the main reason is that it isn't depend on proprietary ML framework. Despite the good lectures, the assignments don't help you develop the knowledge required for ML developer role.Taking in consideration the permanent postponing the courses delivery, from summer 2016 to summer 2017, finally the most interesting part of the specialization was cancelled. I'm completely disappointed with the specialization learning expirience.",consider specialization would recommend andrew course instead main reason depend proprietary framework despite good lecture assignment help develop knowledge require developer role take consideration permanent postpone course delivery summer summer finally interest part specialization cancel completely disappoint specialization learn expirience,1,Negative,40
41523,"Excellent course, full of key points and examples that makes you think deeper and wider, so you can re-evolve your ideas and strategies in a methodological and practical way.",excellent course full key point example make think deeper wider evolve idea strategy methodological practical way,5,Positive,16
21884,Very usefull but can be technical and discouraging,usefull technical discourage,3,Neutral,3
9272,It's great!all the chapters are explained as well as i could imagine...,great chapter explain well could imagine,5,Positive,6
72796,"I saw a number of machine courses that are with too general contents and more like conference presentations. It's hard to learn and grasp something from them. However this is a real Machine Course that provides informative, appropriate details and derivations from which I can learn and understand the meaning and insights buried in math symbols and equations. No doubt, the optional video lectures are excellent enhanced ""nutrition."" Looking forward to the three courses in this specialization. Thanks, Profs. Emily Fox and Carlos Guestrin, for instructing such wonderful authentic courses.",saw number machine course general content like conference presentation hard learn grasp something however real machine course provide informative appropriate detail derivation learn understand mean insight bury math symbol equation doubt optional video lecture excellent enhance nutrition look forward three course specialization thank prof emily fox carlos guestrin instruct wonderful authentic course,5,Positive,52
90295,The content is very good but the lecture presentation and structure could use improvement. Assignment instructions are not as clear as they could be.,content good lecture presentation structure could use improvement assignment instruction clear could,2,Negative,12
99226,"While the course is very interesting, I found the peer review process unsatisfying. I did not enjoy grading others without knowing if I was right. Grading a fellow student on their accuracy when I don't know if they are actually wrong is something I never want to do again. After completing the course, I had hoped to learn if any of my assignments were actually correct. I am disappointed in the outcome.",course interest find peer review process unsatisfying enjoy grade others without know right grade fellow student accuracy know actually wrong something never want complete course hop learn assignment actually correct disappoint outcome,1,Negative,32
99268,"For beginners it's a 5 star course, once explains a lot of really too basic information and the instructor is more like a buddy than a teacher.Intermediates will literally fall in sleep, because of the excess of basic explanations and no intermediate or advanced explanation at all.As an Advanced, this course disappointed, not only because of lack of important information that not even in forums was answered, but it depends too much of the good will of mentors assistents.One big fall in this course is that's only in video, so no option to do it while in motion, like in a bus or any other noisy place.A bigger one is that's totally dependent of others students to give the grade, so you stay hostage of others and the instructor or mentors do not care about it.The biggest fall is that you will always pass it, once you can try some many times as you want, so eventually, you will pass, so the grade is just formal, not serious.The good side of the course, is that it seems to be very completed, so you will learn all the contents you need to work with AngularJS.",beginner star course explain lot really basic information instructor like buddy teacher intermediate literally fall sleep excess basic explanation intermediate advance explanation advance course disappoint lack important information even forum answer depend much good mentor assistents one big fall course video option motion like bus noisy place bigger one totally dependent others student give grade stay hostage others instructor mentor care biggest fall always pas try many time want eventually pas grade formal serious good side course seem complete learn content need work angularjs,3,Neutral,84
100969,hiits a useful course but its too basic.Thanks,hiits useful course basic thank,3,Neutral,5
82856,"It is odd that a course that concentrates so vehemently on speech tone, as a segue to music would be taught by a monotone and mostly unenthused professor. Often verbose, but never succinct, I had to listen to his drone twice to glean anything of value.His tests were wrought with ""gotcha"" questions, having nothing to do with the important material of the course. As a physicist, I was very disappointed in his treatment of the important equations associated with the mathematics of music (mentioned as ""too hard"" to understand).There was nearly no mention of rhythm and its importance in music, as relates to biology and/or emotion, and no mention of how those rhythms relate to heartbeat.I am deeply disappointed, but I do hope this critique is seen as an opportunity to create a better course.",odd course concentrate vehemently speech tone segue music would teach monotone mostly unenthused professor often verbose never succinct listen drone twice glean anything value test work gotcha question nothing important material course physicist disappoint treatment important equation associate mathematics music mention hard understand nearly mention rhythm importance music relate biology emotion mention rhythm relate heartbeat deeply disappoint hope critique see opportunity create better course,2,Negative,64
88206,The teacher can explain more and not just read through the slides.,teacher explain read slide,2,Negative,4
103995,The lectures for this course seem unorganized and often had poor audio. The content covered in many lectures seemed off topic. Quiz questions would then focus on the off topic information making it confusing with regard to what material to focus on during a lecture. Do I focus on the proposed subject of the video or the many tangents about other topics. This combined with the unorganized nature of videos(just winging it) made the lectures distracting. The lecture videos are full of code that simply does not work in the real world and help from staff takes literally days to get(and not just over the weekend).,lecture course seem unorganized often poor audio content cover many lecture seem topic quiz question would focus topic information make confuse regard material focus lecture focus propose subject video many tangent topic combine unorganized nature video wing make lecture distract lecture video full code simply work real world help staff take literally day get weekend,2,Negative,55
4350,"No relevance to specialisation. Do not expect to get through this if you have not taken multiple statistics courses at university level or higher maths. Barely any practical application, does not prepare you for final project.",relevance specialisation expect get take multiple statistic course university level higher math barely practical application prepare final project,1,Negative,18
101044,"Great course!!!! The teacher was super clear, the concepts where really really awesome and well defined. The knowledge shared in this course is very practical, you can use the things your learned right away.",great course teacher super clear concept really really awesome well define knowledge share course practical use thing learn right away,5,Positive,20
6017,"I have given you a 2* star rating as on finishing my course promptly all the information I submitted has suddenly been locked! I haven't been able to answer a classmate's request to review his work & worse, I haven't been able to print off my own work for reference & this is a REAL project so I need to be able to do this. We were not given notice that this would happen.#disappointed",give star rat finish course promptly information submit suddenly lock able answer classmate request review work worse able print work reference real project need able give notice would happen disappoint,2,Negative,30
60375,"A much awaited end for a very compelling specialization! Nevertheless, the work felt a little bit lonely since there was not any input from faculty staff, which led to some unsatisfactory feeling after some peer reviews.Other than that, it was a great opportunity to make a very interesting research and analysis in the framework of what we have learn in the topics of microeconomics, macroeconomics and data presentation.",much await end compel specialization nevertheless work felt little bite lonely since input faculty staff lead unsatisfactory feel peer review great opportunity make interest research analysis framework learn topic microeconomics macroeconomics data presentation,3,Neutral,33
22344,Good for learning how to calculate ratios and NPV. The course material doesn't explain the interpretation o,good learn calculate ratio npv course material explain interpretation,3,Neutral,9
8171,"Thankful that a course like this exists, as most MOOCs are quite basic. And thanks to Coursera for running the courses even though attendance seems to be low (darn, that pesky calculus pre-requisite). Lecture quality is varied--some quite good (such as the lectures in Boot Camp I) and others seem like he hadn't looked at his notes for a long time. It's great to hear a stats professor talk about the strengths and weaknesses of many approaches. It complements a mathematical statistics book quite well. It would have been nice to have had some problems that were more challenging. Overall, while the Johns Hopkins Data Science MOOCs are pretty good, they are a bit more basic than what's available through MIT and Stanford.",thankful course like exist moocs quite basic thank coursera run course even though attendance seem low darn pesky calculus pre requisite lecture quality vary quite good lecture boot camp others seem like look note long time great hear stats professor talk strength weakness many approach complement mathematical statistic book quite well would nice problem challenge overall john hopkins data science moocs pretty good bite basic available mit stanford,4,Positive,68
63061,"The contents of the course are interesting, but it feels too short, and the assignments trend to let you down (the scoring system is sometimes a bit brainless)",content course interest feel short assignment trend let score system sometimes bite brainless,3,Neutral,13
99669,A bit too basic at the beginning.,bite basic begin,3,Neutral,3
93745,The exercises ae far more advanced than the lectures and study materials.,exercise far advance lecture study material,3,Neutral,6
18668,Very poorly structured. Explanation and examples were not very helpful. should revamp the course content and video lectures (specially the steganography part).,poorly structure explanation example helpful revamp course content video lecture specially steganography part,1,Negative,13
53890,thanks for Andrew NG and coursera,thank andrew coursera,5,Positive,3
39304,"This course was difficult to follow and the free trials offered seemed forced upon us. Lexalytics isn't available for a Mac, so I couldn't even use it. I think this portion of the specialization would be much better if it focused more on the value of these tools rather than trying to get us to install them. It might be useful for some (especially those in B2C or willing to play around with the tech), but it was a waste of time for me. I would have preferred to just take a look at some proven case studies linked to the tools.",course difficult follow free trial offer seem force upon lexalytics available mac even use think portion specialization would much better focus value tool rather try get install might useful especially will play around tech waste time would prefer take look prove case study link tool,2,Negative,45
